seed,rotation,factor,criterion,active_alternatives,re,sre,base_iqr
25005,1,h_D,C2,6,0.04088385241658659,0.31354344217072133,0.13039294374401933
25005,1,h_D,C3,5,0.03901644115521953,0.44723071702073747,0.08724007468602198
25005,1,h_D,C4,6,0.033721433875353764,0.34447062182601323,0.09789349726329191
25005,1,h_D,C6,6,0.01952508575370253,0.42014710945108286,0.0464720220943366
25005,1,h_D,C7,6,0.022288573609424635,0.2713356774370946,0.08214391052323222
25005,1,h_E,C6,6,0.013286640142996516,0.28590621935364013,0.0464720220943366
25005,1,h_I,C2,6,0.026948052857093896,0.20666803036359274,0.13039294374401933
25005,1,h_I,C4,6,0.03404063082850357,0.347731277151137,0.09789349726329191
25005,1,h_I,C5,5,0.07438037062763232,0.5739141797775028,0.12960190434028737
25005,1,h_T,C3,5,0.026236360720744492,0.3007374857812618,0.08724007468602198
25005,1,h_T,C7,6,0.03436009227598125,0.4182914114594668,0.08214391052323222
25005,2,h_D,C1,6,0.05672074764120885,0.5731778501462045,0.0989583732626226
25005,2,h_D,C2,6,0.04063391662292766,0.2880648380768747,0.1410582315214597
25005,2,h_D,C3,5,0.03908176793335959,0.4479046341928218,0.08725466304527468
25005,2,h_D,C4,6,0.03355470174965831,0.3639951897198018,0.09218446478681279
25005,2,h_D,C6,6,0.019509422799879765,0.4375101847518828,0.044591928323922975
25005,2,h_D,C7,6,0.022440362137621593,0.2839460902712492,0.07903036141790411
25005,2,h_E,C6,6,0.013400963064873529,0.30052441256243156,0.044591928323922975
25005,2,h_I,C2,6,0.027122336082966353,0.19227758486854316,0.1410582315214597
25005,2,h_I,C4,6,0.03406007326561063,0.3694773663220695,0.09218446478681279
25005,2,h_I,C5,5,0.07415755479459459,0.54332893981846,0.13648740083461997
25005,2,h_T,C3,5,0.026470515067946253,0.3033707786357259,0.08725466304527468
25005,2,h_T,C7,6,0.034364377250094176,0.43482500437957244,0.07903036141790411
25005,3,h_D,C1,6,0.05626191762626472,0.5238526712878688,0.10740026864313473
25005,3,h_D,C2,6,0.040492840494857726,0.2675739592595198,0.1513332635457106
25005,3,h_D,C3,5,0.03904170943393894,0.4064774554053795,0.09604889253844646
25005,3,h_D,C4,6,0.03361857645365493,0.3543414122460606,0.09487622753491563
25005,3,h_D,C6,6,0.01945078384411203,0.48021740216172754,0.0405041211669401
25005,3,h_D,C7,6,0.022284748401950168,0.295137752810485,0.0755062617013439
25005,3,h_E,C6,6,0.013482220609455375,0.3328604650760044,0.0405041211669401
25005,3,h_I,C2,6,0.02690851155353839,0.1778096297066427,0.1513332635457106
25005,3,h_I,C4,6,0.03417490788107369,0.3602051722401873,0.09487622753491563
25005,3,h_I,C5,5,0.0740560192471319,0.5662972997989248,0.13077233331831295
25005,3,h_T,C3,5,0.026247555213358108,0.2732728563484317,0.09604889253844646
25005,3,h_T,C7,6,0.03435419821660954,0.45498475811236055,0.0755062617013439
