seed,tau,criterion,active_alternatives,NS,LRV50,LRV_max,NSV_vector,pass_num_NS,pass_num_LRV,pass_num_NSV
27001,0.5,C3,5,0.0018844286960145729,0.08714193376193059,0.17393251415644911,0.056326687650677436,True,True,True
27001,0.5,C4,6,0.0023780635181951393,0.10889857190429114,0.3792798782874492,0.05956958202146597,True,True,True
27001,0.5,C5,5,0.003330846596912629,0.09142977291549645,0.28291083487267915,0.08931929703683215,True,True,True
27001,0.5,C6,6,0.00277777473149321,0.09712666527480306,0.20666444176466656,0.06502575764473428,True,True,True
27001,0.5,C7,6,0.0011910994801273,0.04632242924261695,0.15941956917751846,0.04695065913575667,True,True,True
27001,0.6,C1,6,0.003940341033828454,0.06891648362808628,0.19609220798281835,0.08906870059436937,True,True,True
27001,0.6,C2,6,0.0011274056494495754,0.06267665584790294,0.10896699676942197,0.041950036685212036,True,True,True
27001,0.6,C3,5,0.0020363258276833163,0.0900593515550007,0.17953520236789525,0.058197985836967,True,True,True
27001,0.6,C4,6,0.002551119093237353,0.11494159555697181,0.3894261883074245,0.061192287817269174,True,True,True
27001,0.6,C5,5,0.0036452867144414203,0.09294929156075313,0.2935624684981789,0.09376567035788269,True,True,True
27001,0.6,C6,6,0.0029955769854582703,0.0978646343292155,0.2131700554362148,0.06715147284203649,True,True,True
27001,0.6,C7,6,0.0013031242104339924,0.047087431216653104,0.1662562490467754,0.0493265484226951,True,True,True
27001,0.7,C1,6,0.004272637397411683,0.07104970656829049,0.20396661185692128,0.09266762436864254,True,True,True
27001,0.7,C2,6,0.0012117182627789935,0.06552158493523813,0.11223259417087351,0.0432710060279313,True,True,True
27001,0.7,C3,5,0.0021950268442626486,0.09296683874602786,0.18506339210653858,0.06008699545513986,True,True,True
27001,0.7,C4,6,0.0027311749230702898,0.12086277031900378,0.3996971485818433,0.06284678843573849,True,True,True
27001,0.7,C5,5,0.00397455507197475,0.09449172825643863,0.3039099263085925,0.09816260712779235,True,True,True
27001,0.7,C6,6,0.0032210177786811123,0.09867726948716701,0.21958692556837836,0.06925671086000168,True,True,True
27001,0.7,C7,6,0.0014200841104426987,0.04849173199130294,0.17295262107528653,0.05168039537133256,True,True,True
27001,0.8,C1,6,0.004616405653561695,0.07317313307280306,0.21167414799949122,0.09616991118154881,True,True,True
27001,0.8,C2,6,0.001298934258074591,0.0683417498172204,0.11547374030049444,0.04458168234447122,True,True,True
27001,0.8,C3,5,0.0023605656894908345,0.09586539313261275,0.1905203822014902,0.061990412142620445,True,True,True
27001,0.8,C4,6,0.0029181988462455566,0.1266652505062922,0.41011664283534766,0.06452863594687984,True,True,True
27001,0.8,C5,5,0.004318593826478256,0.09703986251486814,0.31397040438858365,0.10250609987769145,True,True,True
27001,0.8,C6,6,0.0034539535169857416,0.09956600120004384,0.22591993723774687,0.07133973390337554,True,True,True
27001,0.8,C7,6,0.0015419334239685778,0.05041857488019862,0.1795140114438526,0.05401118966398496,True,True,True
27001,0.9,C1,6,0.00497134180531289,0.07528689580972298,0.21922152727467495,0.09957804495133518,True,True,True
27001,0.9,C2,6,0.0013890268300078557,0.07113743610192456,0.11869113610622138,0.045881666649684474,True,True,True
27001,0.9,C3,5,0.0025329749557508885,0.0987560897574852,0.19590933334722732,0.06390532542726714,True,True,True
27001,0.9,C4,6,0.0031121562501849054,0.1323523433819352,0.4207103492991016,0.06623382221606457,True,True,True
27001,0.9,C5,5,0.004677340858732837,0.09967332528205416,0.32375981855954566,0.10679304935994079,True,True,True
27001,0.9,C6,6,0.0036942384450814325,0.10053218671432183,0.23217376679561805,0.07339915910297093,True,True,True
27001,0.9,C7,6,0.00166862588135952,0.052334075800553694,0.18594552937103115,0.056318164545128925,True,True,True
27001,1.0,C1,6,0.005337141464120898,0.07739112891794914,0.2266151455218704,0.10289458911511609,True,True,True
27001,1.0,C2,6,0.0014819687992674302,0.07390894959001018,0.12188546909668557,0.04717063570242717,True,True,True
27001,1.0,C3,5,0.0027122858517246717,0.10164003594554294,0.201233278280551,0.06582916871983364,True,True,True
27001,1.0,C4,6,0.003313010075634115,0.13792741569985292,0.4315060579134089,0.06795874047772699,True,True,True
27001,1.0,C5,5,0.005050729771395757,0.10229568805793807,0.33329291250255455,0.11102108051142877,True,True,True
27001,1.0,C6,6,0.003941724733415031,0.10157711104992864,0.23835290048320562,0.0754338981860472,True,True,True
27001,1.0,C7,6,0.001800114709576861,0.05423834679367796,0.19225206190923014,0.058600744792304905,True,True,True
27002,0.0,C1,6,0.0008231993073541943,0.05161165406650047,0.19544309060852405,0.043811296627663775,True,True,True
27002,0.0,C2,6,0.0007407475536918007,0.052259563011707935,0.12388189928271967,0.0371070677462727,True,True,True
27002,0.0,C3,5,0.0026832411366289888,0.11137532941990518,0.4117326761196354,0.06739520361860799,True,True,True
27002,0.0,C4,6,0.0025454051828630586,0.07762782214757859,0.19466408166919322,0.06868554982672719,True,True,True
27002,0.0,C5,5,0.000804170802164772,0.04461245940082087,0.12037616915318819,0.04085671060361257,True,True,True
27002,0.0,C6,6,0.0036402269921573804,0.0752759802235628,0.32020588100303315,0.07763501148940093,True,True,True
27002,0.0,C7,6,0.001425496733703402,0.09991007334004362,0.22145544574524345,0.04856737304012699,True,True,True
27002,0.1,C1,6,0.0008940268760958547,0.05519443974123755,0.1994839841695307,0.044748911824082124,True,True,True
27002,0.1,C2,6,0.0008049902363400641,0.05640761570106803,0.1287624611524662,0.03804251594777427,True,True,True
27002,0.1,C3,5,0.0029278417488647346,0.12030495464762006,0.42440137665232425,0.06965562683361934,True,True,True
27002,0.1,C4,6,0.002746363298195331,0.07783899612451488,0.19861818547029894,0.06949661822727003,True,True,True
