seed,kappa,criterion,min_active_g,max_active_g,max_active_theta,max_g_minus_max_theta,structural_zero_max_abs,lower_bound_ok,upper_bound_ok,structural_zero_ok,curvature_mean
21001,0.2,C6,0.0014422770577805207,0.18723627601775053,0.1879905597396977,-0.0007542837219471632,0.0,True,True,True,3.700743415417188e-17
21001,0.2,C7,0.0003428322354459692,0.25175594407556007,0.2550497491738091,-0.0032938050982490585,0.0,True,True,True,7.401486830834377e-17
21001,0.3,C1,2.274555334206436e-06,0.3223843530799699,0.3228852371419042,-0.0005008840619343258,0.0,True,True,True,5.551115123125783e-17
21001,0.3,C2,0.0002941493248239244,0.35785122718274764,0.3618725939829085,-0.004021366800160853,0.0,True,True,True,3.700743415417188e-17
21001,0.3,C3,0.0001823871876794898,0.3793098122542385,0.38284118187082117,-0.0035313696165826802,0.0,True,True,True,0.0
21001,0.3,C4,0.0005779425303991313,0.38250103809842484,0.3857612371247332,-0.0032601990263083636,0.0,True,True,True,3.700743415417188e-17
21001,0.3,C5,6.698459967774773e-05,0.3541929383567848,0.3541965736154059,-3.635258621126347e-06,0.0,True,True,True,0.0
21001,0.3,C6,0.0012655444943022681,0.18728743832132233,0.1879905597396977,-0.0007031214183753631,0.0,True,True,True,3.700743415417188e-17
21001,0.3,C7,0.0003195725787260069,0.2514839308427482,0.2550497491738091,-0.0035658183310608993,0.0,True,True,True,7.401486830834377e-17
21001,0.4,C1,1.9496361625952478e-06,0.3224556818419125,0.3228852371419042,-0.00042955529999172404,0.0,True,True,True,5.551115123125783e-17
21001,0.4,C2,0.000272722860176629,0.35754393338983,0.3618725939829085,-0.004328660593078515,0.0,True,True,True,3.700743415417188e-17
21001,0.4,C3,0.00015647818529748088,0.3793098122542385,0.38284118187082117,-0.0035313696165826802,0.0,True,True,True,0.0
21001,0.4,C4,0.0006072341288745109,0.3823362736492857,0.3857612371247332,-0.0034249634754475178,0.0,True,True,True,3.700743415417188e-17
21001,0.4,C5,6.305162602750347e-05,0.35419345766856747,0.3541965736154059,-3.1159468384389655e-06,0.0,True,True,True,0.0
21001,0.4,C6,0.0010888119308240156,0.18733860062489419,0.1879905597396977,-0.0006519591148035075,0.0,True,True,True,3.700743415417188e-17
21001,0.4,C7,0.00029631292200604466,0.25121191760993644,0.2550497491738091,-0.0038378315638726845,0.0,True,True,True,7.401486830834377e-17
21001,0.5,C1,1.62471699098406e-06,0.32252701060385514,0.3228852371419042,-0.0003582265380490668,0.0,True,True,True,5.551115123125783e-17
21001,0.5,C2,0.0002512963955293336,0.3572366395969123,0.3618725939829085,-0.004635954385996177,0.0,True,True,True,3.700743415417188e-17
