seed,rotation,factor,criterion,active_alternatives,re,sre,base_iqr
21005,1,h_I,C5,5,0.0767498393767815,0.47518599826656305,0.1615153637865657
21005,1,h_T,C3,5,0.019360156483614468,0.20170782020223793,0.09598118934606363
21005,1,h_T,C7,6,0.02602045407154474,0.3477931422918966,0.07481589171001664
21005,2,h_D,C1,6,0.044631909508025716,0.591217706061697,0.07549149670219264
21005,2,h_D,C2,6,0.04247039684942521,0.3194525898484213,0.13294741754717893
21005,2,h_D,C3,5,0.03438353462373338,0.34599435247533294,0.09937599957166554
21005,2,h_D,C4,6,0.02536146734239662,0.2887038983711145,0.08784594695533696
21005,2,h_D,C6,6,0.020083849733673845,0.4623595102460152,0.04343773468080097
21005,2,h_D,C7,6,0.016737133398777405,0.245317348939142,0.0682264563468938
21005,2,h_E,C6,6,0.013730534895391201,0.3160969372821336,0.04343773468080097
21005,2,h_I,C2,6,0.029097580575864885,0.21886533121502857,0.13294741754717893
21005,2,h_I,C4,6,0.02557465257998492,0.29113070626578336,0.08784594695533696
21005,2,h_I,C5,5,0.06960894474240342,0.4279488396464898,0.1626571643458046
21005,2,h_T,C3,5,0.02228400447622251,0.22423929894589928,0.09937599957166554
21005,2,h_T,C7,6,0.024626119621633302,0.36094677841777617,0.0682264563468938
21005,3,h_D,C1,6,0.042683417520729086,0.6123769205603075,0.06970121846045829
21005,3,h_D,C2,6,0.037657375862689885,0.2658231618286755,0.1416632606555724
21005,3,h_D,C3,5,0.030980345115691626,0.26714463386749143,0.11596843502681506
21005,3,h_D,C4,6,0.02439507981944257,0.2969846044723128,0.08214257389702463
21005,3,h_D,C6,6,0.0191314706453437,0.4306117207984173,0.044428587799330066
21005,3,h_D,C7,6,0.018951241495143774,0.2518493330118526,0.07524832910317868
21005,3,h_E,C6,6,0.013363579042118408,0.30078784187732227,0.044428587799330066
21005,3,h_I,C2,6,0.025940892271372532,0.18311658330567318,0.1416632606555724
21005,3,h_I,C4,6,0.024534316665688134,0.29867966757586756,0.08214257389702463
21005,3,h_I,C5,5,0.0736850160980777,0.45762252509175694,0.16101702179726762
21005,3,h_T,C3,5,0.020750940791724067,0.17893611125084982,0.11596843502681506
21005,3,h_T,C7,6,0.02783888240807358,0.36996014050400533,0.07524832910317868
